,clust,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Referred a Friend_No,Referred a Friend_Yes,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
165,1,0.0,0.0,0.6769353870774155,0.058823529411764705,0.5124378109452736,0.005879298407569814,0.0,0.0,0.009493031710765503,0.0074261130872487,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
166,0,0.0,0.4507042253521127,0.3448689737947589,0.29411764705882354,0.9174129353233831,0.41964574198015225,0.0,0.4666666666666667,0.15959738773311788,0.38589146884281367,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
167,0,0.09090909090909091,0.08450704225352113,0.8585717143428686,0.023529411764705882,0.8059701492537313,0.07461920147703671,0.0,0.0,0.08428151439664265,0.08529960591388805,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
168,1,0.0,0.2535211267605634,0.33566713342668536,0.17647058823529413,0.6129353233830845,0.16766097392107085,0.0,0.0,0.08943759958706435,0.1597756723226471,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
169,0,0.18181818181818182,0.09859154929577464,0.5399079815963193,0.023529411764705882,0.618905472636816,0.06515693514885762,0.0,0.0,0.0605713772750735,0.0702613430987518,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
170,0,0.0,0.16901408450704225,0.14442888577715543,0.32941176470588235,0.8213930348258707,0.14877682898684513,0.0,0.0,0.026330258758051124,0.12468067284756848,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
171,0,0.0,0.1267605633802817,0.15023004600920184,0.21176470588235294,0.6069651741293532,0.08940110777752135,0.0,0.0,0.021067573329742587,0.07651795400334369,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
172,0,0.0,0.056338028169014086,0.9145829165833166,0.07058823529411765,0.7089552238805971,0.052954073390260786,0.0,0.0,0.06412845889719249,0.06185627992192781,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
173,0,0.0,0.0,0.775755151030206,0.27058823529411763,0.6746268656716418,0.007760212324024925,0.0,0.0,0.01087883480329451,0.009344277284903599,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
174,1,0.0,0.1267605633802817,0.0,0.047058823529411764,0.163681592039801,0.03588737595199631,0.0,0.0,0.0,0.027854923028468793,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
175,0,0.09090909090909091,0.7323943661971831,0.43348669733946793,0.07058823529411765,0.41592039800995023,0.3705111931687053,0.0,0.6666666666666666,0.3221879979353217,0.4024893689316552,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
176,1,0.09090909090909091,0.2112676056338028,0.5225045009001801,0.09411764705882353,0.5577114427860697,0.13379298407569815,0.0,0.0,0.11723781952018673,0.1422195932254667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
177,0,0.0,0.11267605633802817,0.35127025405081014,0.3176470588235294,0.5601990049751243,0.0697092084006462,0.6678047800763206,0.0,0.04433447788325591,0.06559417145398697,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
178,0,0.09090909090909091,0.43661971830985913,0.8703740748149629,0.25882352941176473,0.8621890547263682,0.38457765981998615,0.6774452701345651,0.0,0.39058327161740614,0.4234392620847618,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
179,0,0.09090909090909091,0.0,0.3472694538907781,0.3411764705882353,0.5587064676616916,0.0064158781444726525,0.0,0.2,0.0048699477097780474,0.009067028504922407,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
180,1,0.0,0.09859154929577464,0.2978595719143829,0.23529411764705882,0.5119402985074627,0.06254904223401801,0.0,0.0,0.03341636930810835,0.059478442665607034,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
181,0,0.09090909090909091,0.15492957746478872,0.6127225445089017,0.3176470588235294,0.7945273631840796,0.12017078236787446,0.985338421369753,0.0,0.10311048273076147,0.12258008437122889,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
182,0,0.09090909090909091,0.04225352112676056,0.3782756551310262,0.23529411764705882,0.8094527363184079,0.037947149780752365,0.5179754970877686,0.0,0.021219057878318636,0.03396884563587165,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
183,0,0.09090909090909091,0.971830985915493,0.3490698139627925,0.23529411764705882,0.8427860696517413,0.8172974844218786,0.30608555934926696,0.0,0.3426636594178505,0.7483369024222014,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
184,1,0.0,0.0,0.5729145829165833,0.058823529411764705,0.5248756218905473,0.006023540272328641,0.0,0.0,0.008034291613366547,0.007069392344276155,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
185,1,0.09090909090909091,0.647887323943662,0.5391078215643128,0.3058823529411765,0.5203980099502488,0.3796965151165474,0.5420767222333802,0.0,0.35532945084045875,0.4088787341380622,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
186,0,0.09090909090909091,0.0,0.7461492298459691,0.09411764705882353,0.5074626865671642,0.0058216016616662826,0.0,0.0,0.010463654929419421,0.007693427871855974,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
187,1,0.0,0.15492957746478872,0.5727145429085817,0.08235294117647059,0.6522388059701493,0.11665705054234941,0.8953605141594697,0.5333333333333333,0.09637783612738168,0.12529206510830876,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
188,0,0.0,0.7323943661971831,0.0,0.29411764705882354,0.3601990049751244,0.3272270943918763,0.40490058244627436,0.0,0.0,0.2540420636972298,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
189,0,0.0,0.5633802816901409,0.45129025805161027,0.17647058823529413,0.8114427860696517,0.48932610200784676,0.17834906607752563,0.0,0.2594762000942571,0.46545464397350783,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
190,1,0.0,0.056338028169014086,0.04540908181636327,0.2,0.5174129353233831,0.036129702284791135,0.25065274151436034,0.0,0.0031839807895150253,0.027942522805856986,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
191,0,0.09090909090909091,0.9577464788732394,0.3268653730746149,0.047058823529411764,0.7134328358208956,0.7067101315485806,0.13637276561558545,0.7333333333333333,0.3162829058102741,0.6639936693356753,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
192,0,0.0,0.18309859154929578,0.3264652930586117,0.12941176470588237,0.564179104477612,0.11746480498499885,0.7891142799758988,0.0,0.06409479566417559,0.10878447406832105,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
193,1,0.0,0.43661971830985913,0.6645329065813163,0.10588235294117647,0.5587064676616916,0.2605758135241172,0.8899377385017072,0.0,0.29821136021903544,0.2957007248430033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
194,1,0.09090909090909091,0.6901408450704225,0.09201840368073613,0.2823529411764706,0.5253731343283582,0.395343872605585,0.0,0.0,0.06452119661572298,0.329943206896902,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
195,1,0.0,0.014084507042253521,0.0,0.15294117647058825,0.12089552238805969,0.006906300484652667,0.0,0.0,0.0,0.005173805408834708,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
196,0,0.0,0.30985915492957744,0.35247049409881975,0.3411764705882353,0.8771144278606966,0.2844103392568659,0.0,0.0,0.11368634843690388,0.2589521666834114,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
197,0,0.0,0.014084507042253521,0.10982196439287857,0.29411764705882354,0.6696517412935323,0.019461112393261017,0.0,0.0,0.0030801858210462536,0.01599102328054393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
198,0,0.09090909090909091,0.4084507042253521,0.124624924984997,0.047058823529411764,0.6109452736318408,0.2707535195015001,0.0,0.0,0.05243048542382011,0.22854420684384547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
199,1,0.0,0.0,0.45849169833966796,0.0,0.01194029850746268,7.500576967459019e-05,0.0,0.0,0.006429677506227699,0.0018973931164185233,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
200,0,0.0,0.43661971830985913,0.9791958391678336,0.10588235294117647,0.6736318407960199,0.3011539349180706,0.0,0.0,0.43941740164725424,0.3769174586582107,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
201,1,0.0,0.2112676056338028,0.736747349469894,0.18823529411764706,0.40945273631840795,0.1159819986152781,0.0,0.0,0.16530891626831842,0.14375575014647,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
202,0,0.0,0.5211267605633803,0.9479895979195839,0.023529411764705882,0.808955223880597,0.4287387491345488,0.0,0.0,0.5051785273457663,0.49793790575573427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
203,0,0.0,0.014084507042253521,0.25925185037007403,0.23529411764705882,0.7646766169154229,0.01863027925225017,0.0,0.0,0.007271258331650173,0.01669001531867241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
204,0,0.09090909090909091,0.22535211267605634,0.1900380076015203,0.18823529411764706,0.6293532338308457,0.15121163166397417,0.0,0.0,0.04530510110190983,0.13269469784285548,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
205,1,0.09090909090909091,0.028169014084507043,0.0,0.23529411764705882,0.1810945273631841,0.00864297253634895,0.0,0.0,0.0,0.006532956594084531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
206,1,0.0,0.0,0.0,0.24705882352941178,0.06766169154228857,0.000721209323794138,0.0,0.0,0.0,0.0003332403902705547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
207,0,0.09090909090909091,0.5915492957746479,0.0,0.24705882352941178,0.37114427860696514,0.268105238864528,0.0,0.0,0.0,0.20959285294187366,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
208,0,0.18181818181818182,0.1267605633802817,0.9301860372074414,0.047058823529411764,0.6805970149253732,0.09668243711054697,0.0,0.0,0.1304450279404834,0.11742795313411909,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
209,0,0.0,0.5070422535211268,0.8371674334866973,0.023529411764705882,0.8805970149253731,0.4659531502423263,0.0,0.0,0.43438194304180977,0.5042712793518519,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
210,0,0.09090909090909091,0.15492957746478872,0.9701940388077616,0.047058823529411764,0.826865671641791,0.13844334179552273,0.0,0.0,0.16326668013195988,0.16067695663020815,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
211,0,0.0,0.4788732394366197,0.7021404280856172,0.3411764705882353,0.7681592039800995,0.39871336256635126,0.0,0.5333333333333333,0.34462734801050293,0.4299785403122661,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
212,0,0.0,0.0,0.9161832366473294,0.11764705882352941,0.5109452736318407,0.005861989383798754,0.0,0.0,0.012848133934783096,0.008492662954212183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
213,0,0.0,0.0,0.3674734946989398,0.15294117647058825,0.5990049751243781,0.006883221786291254,0.0,0.0,0.005153279921003614,0.006814720826508414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
214,0,0.0,0.11267605633802817,0.25825165033006603,0.24705882352941178,0.6587064676616916,0.08581813985691207,0.0,0.0,0.0325944253686124,0.07742465685383593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
215,0,0.0,0.5211267605633803,0.11502300460092017,0.35294117647058826,0.5164179104477612,0.2860085391183937,0.0,0.0,0.06129513678493683,0.24333682904609932,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
216,0,0.0,0.704225352112676,0.389877975595119,0.12941176470588237,0.7915422885572139,0.5647934456496654,0.0,0.0,0.2788409748872282,0.531552739920099,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
217,0,0.0,0.056338028169014086,0.8367673534706941,0.29411764705882354,0.645771144278607,0.04930186937456727,0.0,0.0,0.05867220987903679,0.057241487525498194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
218,0,0.0,0.014084507042253521,0.46929385877175434,0.29411764705882354,0.5691542288557214,0.016108931456265865,0.0,0.0,0.013162324109607488,0.01661325262714667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
